ISO,Country,Subject Descriptor,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
BGR,Bulgaria,Volume of exports of goods and services,Percent change,-17.413,6.488,-3.596,-7.643,31.382,-17.431,-38.691,34.760,7.995,-11.331,-16.368,-2.119,19.522,0.450,-0.600,18.800,2.508,12.788,-1.870,-17.723,-17.161,1.215,8.858,6.462,24.508,9.086,7.663,19.623,2.478,-11.716,11.046,12.576,2.031,9.627,3.123,6.449,8.617,5.752,1.737,3.974,-10.285
BGR,Bulgaria,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,,,30.605,36.156,37.130,36.477,35.075,35.765,34.611,34.033,32.501,33.114,33.452,33.771,34.559,31.955,32.518,35.475,37.079,37.318,32.711,32.011,34.311,35.853,37.792
BGR,Bulgaria,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,,,,0.287,0.038,-0.170,-0.180,-0.209,0.001,0.656,1.028,1.727,1.960,1.990,-0.626,-2.823,-1.488,-0.359,-1.441,-3.073,-2.485,1.468,0.846,0.135,-1.152,-3.532
BGR,Bulgaria,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,67.322,78.671,73.341,67.060,53.404,45.428,37.764,28.472,22.608,17.588,14.702,14.540,14.066,14.335,16.545,17.167,26.265,25.351,26.995,22.906,20.066,18.307,23.187
BGR,Bulgaria,Current account balance,Percent of GDP,2.949,0.350,0.486,0.096,1.347,-0.400,-3.159,-2.063,-0.705,-1.324,-6.678,-3.065,-3.534,-19.882,-0.327,-1.265,3.591,13.536,1.144,-2.918,-3.114,-3.625,-0.625,-3.381,-4.277,-9.428,-15.280,-23.892,-22.076,-8.315,-1.724,0.329,-0.847,1.275,1.235,,3.061,3.305,0.946,1.865,0.040
BFA,Burkina Faso,"Gross domestic product, constant prices",Percent change,4.035,2.661,1.400,-1.200,1.600,11.300,7.955,-0.236,5.796,2.150,-0.603,9.070,0.233,3.461,1.315,5.716,11.015,6.317,7.308,7.333,1.888,6.613,4.353,7.802,4.478,8.662,6.253,4.111,5.800,2.962,8.446,6.623,6.453,5.793,4.327,3.921,5.958,6.203,6.603,5.689,1.931
BFA,Burkina Faso,"Gross domestic product, current prices",U.S. dollars,2.386,2.076,1.934,1.767,1.579,1.746,2.290,2.665,2.942,2.942,3.488,3.526,3.775,3.599,2.164,2.676,2.909,2.753,3.155,3.393,2.970,3.190,3.620,4.740,5.449,6.150,6.548,7.627,9.450,9.440,10.118,12.078,12.569,13.445,13.947,11.833,12.817,14.175,15.896,16.179,17.960
BFA,Burkina Faso,Gross national savings,Percent of GDP,9.111,11.885,8.638,6.416,11.631,11.718,11.788,9.912,9.821,16.302,10.757,10.455,12.456,11.554,14.929,11.323,9.436,10.103,11.321,7.340,3.805,4.417,5.171,7.693,5.760,7.239,7.817,10.898,10.500,15.953,20.194,20.796,23.361,13.702,12.098,11.863,14.760,18.894,21.717,23.034,27.031
BFA,Burkina Faso,"Inflation, average consumer prices",Percent change,12.259,7.556,12.058,8.346,4.847,7.054,-2.700,-2.850,4.191,-0.322,-0.807,2.502,-1.991,0.614,24.720,7.772,6.109,2.929,4.911,-1.080,-0.169,4.727,2.300,2.040,-0.400,6.409,2.336,-0.233,10.668,0.864,-0.608,2.769,3.817,0.525,-0.258,1.653,0.441,1.483,1.956,-3.233,1.885
BFA,Burkina Faso,Volume of exports of goods and services,Percent change,,9.127,-5.448,-15.229,6.027,13.633,2.128,11.621,-7.455,-26.896,33.915,6.465,-14.104,10.122,-4.938,-11.669,-2.902,-1.834,42.138,-8.157,5.215,-1.346,33.599,-2.795,21.727,18.105,6.985,5.560,9.003,6.414,54.547,23.932,9.927,1.879,10.018,6.504,11.673,19.424,5.963,-0.052,-2.710
BFA,Burkina Faso,General government total expenditure,Percent of GDP,,,,,,11.470,16.310,19.232,16.209,14.183,18.422,16.969,16.750,17.865,17.830,19.435,19.752,20.026,19.741,21.394,19.827,19.660,19.467,17.598,20.257,20.217,21.878,22.838,18.591,21.519,21.655,20.436,22.668,25.261,20.928,20.359,21.654,26.111,24.222,23.222,24.261
BFA,Burkina Faso,General government net lending/borrowing,National currency,,,,,,-9.523,-40.445,-42.216,-37.883,18.440,-71.566,-27.569,-25.073,-38.826,-22.333,-35.341,-24.793,-42.464,-48.345,-68.571,-63.832,-83.124,-111.386,-49.208,-120.574,-158.456,490.699,-183.041,-152.904,-184.915,-203.006,-116.100,-177.211,-235.591,-119.612,-146.182,-234.411,-566.421,-391.839,-319.304,-528.965
BFA,Burkina Faso,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,43.287,39.658,40.740,39.214,20.089,22.416,24.868,20.720,27.819,22.466,23.222,23.785,24.878,31.112,33.463,33.162,38.212,42.045,44.870
BFA,Burkina Faso,Current account balance,Percent of GDP,-2.042,-2.028,-4.762,-3.401,-0.219,-3.607,-0.788,-1.868,-1.581,3.375,-2.206,-2.568,-0.609,-1.977,0.700,-3.445,-7.250,-8.086,-6.605,-9.957,-10.766,-9.129,-8.281,-7.766,-9.758,-10.324,-8.308,-7.353,-10.232,-4.037,-1.797,-1.328,-1.292,-10.008,-7.165,-7.568,-6.086,-5.005,-4.184,-3.238,4.144
BDI,Burundi,"Gross domestic product, constant prices",Percent change,-6.825,12.164,-1.054,3.715,0.155,11.784,3.250,5.503,5.031,1.349,3.458,5.781,1.007,-6.236,-3.829,-7.919,-8.001,0.413,4.752,1.164,1.781,1.665,2.353,2.469,3.766,4.370,5.414,3.452,4.862,3.813,5.124,4.033,4.447,4.924,4.241,-3.900,-0.600,0.500,1.610,1.842,0.335
BDI,Burundi,"Gross domestic product, current prices",U.S. dollars,0.951,0.989,1.045,1.106,1.005,1.170,1.233,1.161,1.088,1.131,1.131,1.167,1.082,0.938,0.924,1.000,0.868,0.972,0.893,0.866,0.870,0.877,0.825,0.785,0.915,1.117,1.273,1.356,1.612,1.775,2.032,2.236,2.333,2.456,2.706,3.104,2.960,3.172,3.037,3.012,3.086
BDI,Burundi,Gross national savings,Percent of GDP,4.659,9.852,1.864,10.325,6.314,7.014,8.915,5.332,5.305,7.497,-4.677,4.076,2.687,10.117,7.225,7.453,3.161,5.961,-0.819,3.750,12.981,16.492,7.458,5.921,13.495,13.695,-4.071,-17.580,2.601,8.861,3.688,0.959,-3.737,-5.258,2.662,5.768,6.727,6.573,7.383,7.724,9.649
BDI,Burundi,"Inflation, average consumer prices",Percent change,1.200,12.167,5.868,8.151,14.317,3.804,1.676,7.113,4.487,11.662,7.002,8.997,1.797,9.657,14.897,19.221,26.512,31.063,12.471,3.522,25.523,7.868,-1.258,10.574,8.177,13.253,2.744,8.412,24.407,10.557,6.496,9.583,18.176,7.938,4.417,5.554,5.526,16.597,-2.767,-0.709,7.305
BDI,Burundi,Volume of exports of goods and services,Percent change,-44.338,48.945,11.543,-11.398,9.921,12.600,-12.629,8.917,1.766,-10.015,0.413,22.903,5.976,-19.221,-20.668,28.289,-49.669,64.512,-23.443,5.611,5.901,8.967,-14.017,38.555,-11.685,24.653,-20.639,21.323,16.101,-20.627,16.901,5.532,2.205,37.327,-12.715,-7.099,27.722,29.970,13.224,-15.813,-15.366
BDI,Burundi,General government total expenditure,Percent of GDP,,,,,,,,,,,20.264,22.364,30.391,27.961,22.551,25.743,28.449,21.856,23.208,23.597,24.646,25.402,24.069,36.468,40.804,33.142,36.474,38.965,41.163,37.988,40.844,42.187,37.544,34.769,28.459,23.168,22.574,24.093,26.019,28.771,29.444
BDI,Burundi,General government net lending/borrowing,National currency,,,,,,,,,,,18.344,10.211,-10.925,-3.231,-4.788,-10.801,-26.359,-17.865,-20.635,-29.980,-40.363,-63.485,-41.335,-125.180,-155.759,-127.537,-129.991,-36.835,-51.682,-112.374,-90.970,-98.429,-127.695,-72.396,-164.434,-368.878,-348.257,-274.598,-360.550,-355.552,-374.553
BDI,Burundi,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,136.425,127.387,159.088,171.969,172.738,136.980,130.255,129.613,102.515,25.690,46.912,42.706,41.430,37.858,37.971,39.926,46.119,46.902,52.971,59.988,65.966
BDI,Burundi,Current account balance,Percent of GDP,-8.777,-6.807,-12.195,-12.022,-11.723,-3.528,-2.934,-8.201,-6.437,-1.016,-6.141,-2.851,-5.508,-2.997,-1.827,1.045,-4.608,0.631,-4.906,-4.453,-7.019,-3.508,-12.542,-14.079,-6.505,-4.665,-21.287,-32.410,-9.821,-6.312,-12.238,-14.473,-18.592,-20.613,-15.624,-11.519,-11.059,-11.713,-11.403,-11.562,-10.282
CPV,Cabo Verde,"Gross domestic product, constant prices",Percent change,5.263,8.450,2.822,9.523,3.780,8.643,2.872,4.308,5.997,5.698,0.692,1.403,3.045,7.310,6.930,7.492,6.694,7.639,8.413,11.860,7.267,6.138,5.283,7.502,4.927,5.810,9.118,9.218,6.651,-1.270,1.467,3.969,1.082,0.803,0.611,1.007,4.706,3.702,14.566,5.668,-14.783
CPV,Cabo Verde,"Gross domestic product, current prices",U.S. dollars,0.157,0.154,0.155,0.152,0.145,0.152,0.210,0.260,0.292,0.295,0.339,0.353,0.395,0.398,0.448,0.536,0.553,0.540,0.575,0.657,0.609,0.616,0.679,0.891,1.023,1.091,1.237,1.513,1.788,1.698,1.664,1.866,1.742,1.850,1.860,1.597,1.663,1.770,2.155,2.172,1.871
CPV,Cabo Verde,Gross national savings,Percent of GDP,-98.140,-93.872,41.415,40.638,38.659,37.329,20.988,26.268,19.322,21.019,18.511,14.145,23.146,19.717,29.001,24.935,25.310,22.768,22.609,28.364,21.580,21.415,22.563,18.148,22.723,32.280,29.812,36.847,34.821,29.160,35.220,31.221,24.600,26.759,27.922,35.379,33.128,30.368,31.174,37.342,20.693
CPV,Cabo Verde,"Inflation, average consumer prices",Percent change,15.071,20.680,21.127,20.155,9.677,5.882,11.111,3.750,3.614,4.651,11.111,7.587,13.429,5.828,3.344,8.410,6.010,8.574,4.399,4.344,-2.403,3.674,1.918,1.188,-1.891,0.434,4.842,4.400,6.774,1.005,2.074,4.473,2.543,1.506,-0.238,0.143,-1.436,0.783,1.275,1.106,0.605
CPV,Cabo Verde,Volume of exports of goods and services,Percent change,-64.173,34.900,-15.100,20.500,16.400,1.300,-22.800,8.700,-11.500,-6.400,0.800,-12.300,-9.700,16.000,48.400,25.100,12.100,0.000,0.000,5.856,16.731,21.175,22.074,14.152,3.173,9.911,33.368,19.794,1.202,-10.926,2.714,6.823,3.332,13.417,2.399,-6.476,12.733,1.757,9.953,10.535,-53.198
CPV,Cabo Verde,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,48.286,47.333,43.047,39.263,33.648,36.861,42.143,31.056,36.425,29.039,32.429,33.547,33.344,29.503,30.250,33.418,39.159,33.284,34.686,33.843,30.487,31.448,29.641,31.572,28.175,28.500,33.779
CPV,Cabo Verde,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,-4.706,-4.879,-5.661,-5.779,-2.010,-7.737,-12.584,-4.904,-6.239,-3.918,-3.339,-5.804,-5.509,-1.148,-2.089,-7.886,-14.583,-11.319,-15.463,-14.309,-11.756,-7.229,-5.031,-5.145,-4.869,-3.585,-16.426
CPV,Cabo Verde,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,89.514,82.228,69.968,82.637,79.914,82.548,81.359,83.745,85.339,77.727,64.981,63.014,64.142,72.546,78.497,91.092,102.490,115.924,126.649,128.365,127.217,114.590,113.980,145.126
CPV,Cabo Verde,Current account balance,Percent of GDP,-45.327,-15.345,-8.469,-7.878,-4.786,-3.404,0.939,5.316,-2.134,-8.951,-5.335,-4.808,-5.165,-8.305,-10.217,-11.491,-6.341,-5.507,-10.088,-12.558,-9.938,-9.711,-10.182,-10.181,-12.951,-3.119,-4.837,-12.943,-13.714,-14.629,-12.427,-16.287,-12.593,-4.870,-9.082,-3.180,-3.828,-7.844,-4.883,0.208,-15.012
KHM,Cambodia,"Gross domestic product, constant prices",Percent change,,,,,,,,,9.616,3.327,1.118,7.592,7.069,4.042,8.181,5.979,5.898,4.007,4.682,12.705,9.575,8.561,6.579,8.506,10.341,13.250,10.771,10.213,6.692,0.087,5.963,7.070,7.313,7.357,7.143,7.036,6.863,6.997,7.469,7.054,-3.096
KHM,Cambodia,"Gross domestic product, current prices",U.S. dollars,,,,,,,0.205,0.141,0.276,0.346,0.899,2.011,2.439,2.427,2.765,3.441,3.507,3.443,3.130,3.513,3.667,3.992,4.289,4.665,5.334,6.286,7.267,8.630,10.341,10.391,11.232,12.817,14.056,15.227,16.702,18.082,20.043,22.206,24.598,27.087,25.771
KHM,Cambodia,Gross national savings,Percent of GDP,,,,,,,-41.532,0.449,0.600,1.355,5.338,7.745,10.548,9.356,11.226,9.857,7.677,16.328,6.335,12.163,14.902,17.766,17.754,18.510,15.656,16.411,21.871,19.546,11.996,11.444,8.616,9.067,9.888,11.547,13.538,13.714,14.227,14.983,11.678,9.219,16.414
KHM,Cambodia,"Inflation, average consumer prices",Percent change,,,,,,,,-31.248,23.000,63.800,141.800,191.000,75.000,114.319,10.440,10.077,7.147,10.503,12.899,1.996,-0.826,-0.117,-0.036,1.027,3.925,6.349,6.143,7.668,24.997,-0.663,3.997,5.480,2.933,2.944,3.853,1.215,3.035,2.906,2.460,1.944,2.938
KHM,Cambodia,Volume of exports of goods and services,Percent change,,,,,,,,,,,,,,,,,17.395,97.167,-13.563,29.177,33.650,28.573,10.489,-4.433,31.230,21.430,12.879,10.959,2.026,4.262,31.695,24.396,12.683,22.774,15.164,15.009,13.174,9.918,14.629,13.910,-1.128
KHM,Cambodia,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,15.665,12.417,13.406,13.806,15.045,15.133,16.880,15.749,13.865,12.332,12.952,14.404,15.382,20.400,20.903,20.595,21.680,21.366,21.718,20.272,21.118,22.356,23.046,23.817,27.325
KHM,Cambodia,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,,-693.437,-377.794,-627.946,-508.617,-678.142,-804.550,-1070.773,-1143.345,-763.529,-98.955,-51.452,254.668,211.141,-2058.575,-1785.662,-2444.541,-2564.693,-1604.508,-1107.766,-474.341,-243.467,-695.678,658.308,3259.898,-3600.929
KHM,Cambodia,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,30.151,31.576,37.183,34.737,35.235,34.869,39.748,43.099,42.703,35.561,30.682,29.387,26.995,28.465,28.744,29.735,31.534,31.734,31.901,31.157,29.124,29.969,28.447,28.216,34.375
KHM,Cambodia,Current account balance,Percent of GDP,,,,,,,,,,,,,-1.009,-1.644,-3.436,-4.695,-7.043,1.307,-5.499,-4.821,-2.627,-0.970,-2.266,-3.560,-2.170,-3.824,-0.646,-1.652,-6.621,-9.916,-8.751,-8.031,-8.624,-8.462,-8.557,-8.739,-8.479,-7.909,-11.770,-15.015,-8.466
CMR,Cameroon,"Gross domestic product, constant prices",Percent change,9.900,17.051,7.563,6.844,7.468,8.107,6.791,-2.153,-7.865,-1.770,-6.161,-3.764,-3.050,-3.158,-2.495,3.304,4.912,5.314,4.895,4.062,3.363,3.356,4.847,4.994,6.561,1.218,3.524,4.100,2.858,2.619,2.935,3.484,4.508,4.987,5.779,5.600,4.479,3.541,4.022,3.422,0.539
CMR,Cameroon,"Gross domestic product, current prices",U.S. dollars,8.850,10.026,9.616,9.692,10.243,10.698,13.945,16.152,16.403,14.626,14.641,16.325,14.963,15.611,10.622,10.075,11.227,11.352,11.338,11.553,10.245,10.950,12.369,15.944,18.803,19.534,20.912,23.931,27.712,27.903,27.530,30.626,30.174,33.729,36.396,32.213,33.805,36.086,39.992,39.673,40.863
CMR,Cameroon,Gross national savings,Percent of GDP,15.561,17.588,15.506,18.994,20.994,14.914,15.512,12.191,12.189,11.800,12.343,12.358,11.324,12.383,16.469,18.231,16.670,15.776,16.270,14.788,13.263,13.384,13.450,14.740,16.784,16.907,19.028,19.133,17.599,16.736,16.096,15.567,15.116,15.268,15.242,14.316,16.454,16.290,15.710,14.401,13.512
CMR,Cameroon,"Inflation, average consumer prices",Percent change,7.681,7.546,15.326,20.509,12.095,4.202,4.301,2.794,1.705,1.597,1.504,-0.602,1.886,-3.720,12.661,25.805,3.921,4.783,3.177,1.832,1.245,4.450,2.817,0.630,0.250,1.993,4.906,1.125,5.338,3.040,1.279,2.955,2.384,2.050,1.855,2.678,0.873,0.641,1.064,2.456,2.451
CMR,Cameroon,Volume of exports of goods and services,Percent change,9.209,2.730,19.689,28.116,6.795,,-6.041,-4.168,-3.508,23.706,-0.292,-3.931,4.831,-17.073,-7.620,5.501,6.483,14.277,11.439,8.094,-5.274,9.495,-3.308,-5.228,12.120,-10.677,-1.272,20.225,-4.454,11.974,-10.334,12.847,-4.366,14.544,15.206,12.510,1.091,3.098,-1.481,-2.217,-6.972
CMR,Cameroon,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,,,,,14.575,14.602,13.862,13.164,13.409,12.427,12.504,13.462,15.912,14.701,15.186,17.846,17.152,19.208,20.062,20.069,20.184,19.227,17.953,18.665,16.580
CMR,Cameroon,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,,,,,,115.908,69.100,129.781,51.881,-45.250,311.632,3082.139,443.658,247.223,-5.348,-126.901,-325.937,-214.920,-592.149,-734.341,-808.514,-1178.495,-990.346,-534.654,-753.963,-748.787
CMR,Cameroon,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,67.759,68.370,75.881,62.182,56.600,51.521,51.728,43.843,18.354,13.804,11.153,11.256,13.989,15.047,14.874,17.472,20.707,31.620,32.108,36.539,38.335,41.597,44.858
CMR,Cameroon,Current account balance,Percent of GDP,-5.033,-4.804,-4.012,-4.250,-1.649,-5.249,-3.240,-5.527,-2.600,-1.982,-3.765,-2.056,-2.445,-3.281,-0.528,0.892,-2.553,-5.129,-1.330,-4.411,-2.132,-3.175,-3.552,-3.750,-2.213,-2.537,0.925,1.195,-1.629,-4.025,-3.113,-2.446,-3.168,-3.345,-3.852,-3.643,-3.069,-2.632,-3.524,-4.273,-3.713
CAN,Canada,"Gross domestic product, constant prices",Percent change,2.163,3.503,-3.187,2.601,5.908,4.737,2.145,4.073,4.410,2.317,0.165,-2.086,0.900,2.661,4.494,2.694,1.619,4.280,3.896,5.163,5.178,1.790,3.018,1.802,3.087,3.204,2.634,2.072,1.004,-2.926,3.090,3.146,1.761,2.329,2.870,0.659,1.001,3.040,2.777,1.888,-5.074
CAN,Canada,"Gross domestic product, current prices",U.S. dollars,276.064,307.246,314.639,341.863,356.728,366.184,379.015,433.140,509.380,567.225,596.089,612.514,594.376,579.059,579.913,605.941,630.598,655.010,634.004,678.417,744.631,738.968,760.149,895.599,1026.473,1173.505,1319.356,1468.896,1552.864,1376.509,1617.345,1793.327,1828.362,1846.595,1805.751,1556.508,1527.996,1649.266,1725.300,1743.725,1647.598
CAN,Canada,Gross national savings,Percent of GDP,20.202,21.113,20.407,19.381,20.501,19.872,18.618,18.953,20.443,19.652,17.870,15.609,14.768,14.636,17.138,18.555,19.341,19.877,19.704,20.861,23.161,21.885,21.471,21.699,23.729,24.561,25.038,24.732,24.221,19.050,19.918,21.438,21.337,21.766,22.551,20.326,19.673,20.748,21.000,21.089,20.104
CAN,Canada,"Inflation, average consumer prices",Percent change,10.183,12.462,10.803,5.816,4.339,3.951,4.174,4.365,4.031,4.984,4.780,5.626,1.490,1.865,0.166,2.149,1.571,1.621,0.996,1.735,2.719,2.525,2.258,2.759,1.857,2.214,2.002,2.138,2.370,0.299,1.777,2.912,1.516,0.938,1.907,1.125,1.429,1.597,2.268,1.949,0.717
CAN,Canada,Volume of exports of goods and services,Percent change,0.953,1.776,-1.380,5.784,18.621,4.484,4.499,3.193,9.107,0.859,4.546,1.622,7.434,10.795,12.816,8.866,5.723,8.596,9.517,10.829,9.026,-2.900,1.229,-1.709,5.531,2.272,0.881,1.138,-4.544,-12.965,6.678,4.828,2.815,2.461,6.323,3.419,1.407,1.445,3.825,2.704,-8.850
CAN,Canada,General government total expenditure,Percent of GDP,40.946,41.832,46.399,46.970,46.759,47.469,46.807,45.428,44.762,45.253,48.090,51.438,52.507,51.477,49.012,47.735,45.864,43.463,43.406,41.773,40.558,41.102,40.394,40.276,39.135,38.521,38.661,38.519,38.775,43.421,43.064,41.575,40.926,39.961,38.370,40.018,40.753,40.455,40.662,40.590,52.710
CAN,Canada,General government net lending/borrowing,National currency,-13.052,-10.654,-26.778,-33.697,-36.681,-43.789,-38.558,-33.000,-28.279,-31.687,-41.114,-58.664,-66.090,-66.746,-54.931,-45.653,-26.247,0.351,1.342,16.687,29.197,6.060,-2.792,-1.593,10.254,22.079,27.352,28.708,3.056,-60.989,-78.930,-58.699,-46.128,-28.433,3.489,-1.231,-9.179,-2.407,8.046,-0.400,-241.085
CAN,Canada,General government gross debt,Percent of GDP,44.590,46.077,51.707,57.211,60.213,65.166,69.323,69.761,69.745,70.987,73.744,81.658,88.230,94.730,97.480,100.084,100.244,95.272,93.290,88.966,80.437,81.462,79.604,75.912,71.889,70.640,69.920,67.181,70.439,81.870,84.020,84.348,87.185,87.605,85.541,92.029,92.397,90.942,90.776,90.210,118.872
CAN,Canada,Current account balance,Percent of GDP,-2.205,-4.180,0.485,-0.838,-0.457,-1.659,-3.060,-3.223,-3.060,-3.956,-3.432,-3.729,-3.607,-3.837,-2.376,-0.823,0.415,-1.337,-1.338,0.179,2.550,2.213,1.735,1.231,2.345,1.927,1.445,0.823,0.147,-2.909,-3.562,-2.712,-3.534,-3.141,-2.320,-3.495,-3.088,-2.803,-2.377,-1.953,-2.153
CAF,Central African Republic,"Gross domestic product, constant prices",Percent change,-2.995,12.954,-3.572,-6.027,9.912,3.733,7.193,0.000,1.718,3.790,1.364,-0.799,-4.923,-1.198,12.572,3.166,-6.157,4.105,3.340,2.887,-3.581,2.609,2.091,-2.249,-0.096,2.931,4.754,4.031,2.613,2.812,4.631,4.195,5.054,-36.392,0.080,4.338,4.750,4.528,3.820,2.970,0.959
CAF,Central African Republic,"Gross domestic product, current prices",U.S. dollars,0.714,0.743,0.719,0.690,0.670,0.883,1.158,1.275,1.372,1.354,1.572,1.498,1.494,1.309,0.858,1.117,1.000,0.979,1.036,1.039,0.868,0.899,0.983,1.188,1.310,1.413,1.538,1.755,2.033,2.059,2.141,2.435,2.512,1.692,1.896,1.696,1.825,2.072,2.279,2.278,2.389
CAF,Central African Republic,Gross national savings,Percent of GDP,-2.840,5.182,-7.392,-1.012,0.547,9.777,12.690,6.667,7.257,9.265,8.427,7.808,-0.208,4.437,9.435,6.764,2.550,4.796,5.036,10.013,9.097,7.141,8.016,4.334,4.899,3.103,6.850,4.313,2.720,4.082,4.218,4.781,8.906,5.584,3.213,4.512,8.195,5.685,8.428,9.742,10.722
CAF,Central African Republic,"Inflation, average consumer prices",Percent change,13.300,14.660,13.243,14.558,2.604,10.457,2.411,-6.986,-3.934,0.645,-0.203,-2.848,-0.757,-2.909,24.550,19.200,3.842,1.623,-2.024,-1.554,3.365,4.083,2.266,4.386,-2.593,2.879,6.888,0.867,9.250,3.581,1.486,1.194,5.889,3.971,17.775,1.403,4.946,4.180,1.612,2.752,0.881
CAF,Central African Republic,Volume of exports of goods and services,Percent change,-9.220,7.075,-0.863,-10.235,-4.887,8.108,-13.147,649.151,-21.786,32.262,-5.320,-3.309,-12.897,13.627,2.667,6.649,6.778,27.006,-13.769,-2.556,12.252,-1.704,5.010,-26.615,2.579,-6.075,0.888,5.321,-12.378,-13.610,9.368,4.305,7.543,-21.323,19.639,2.203,13.919,-1.712,6.310,-1.826,-0.277
CAF,Central African Republic,General government total expenditure,Percent of GDP,,,,,,,,,21.433,19.614,22.008,22.633,23.092,20.626,22.352,20.569,11.712,14.460,18.050,18.196,17.164,14.146,16.636,12.278,13.057,16.156,13.370,12.872,16.027,15.999,17.259,14.158,14.498,13.399,18.016,13.964,12.119,13.856,17.608,16.912,25.111
CAF,Central African Republic,General government net lending/borrowing,National currency,,,,,,,,,-14.150,-13.083,-26.720,-31.678,-27.684,-20.741,-35.871,-27.108,-5.471,-8.861,0.006,-3.168,-12.372,-5.807,-7.966,-21.046,-11.894,-32.366,69.008,8.777,-11.206,-5.285,-14.280,-24.526,4.518,-49.585,-36.814,-5.900,11.393,-12.711,-12.300,18.993,-46.135
CAF,Central African Republic,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,96.137,85.321,84.162,94.679,103.115,98.518,95.886,99.724,102.962,46.750,47.851,35.766,20.300,19.883,19.686,31.533,51.790,62.240,59.790,53.887,50.275,50.039,47.147,43.422
CAF,Central African Republic,Current account balance,Percent of GDP,-6.028,-0.562,-5.929,-4.248,-4.989,-5.507,-7.472,-5.759,-2.522,-2.468,-5.670,-4.122,-4.786,-0.488,-2.757,-8.306,-3.336,-2.522,-6.089,-1.720,-1.457,-1.856,-1.660,-2.129,-1.706,-6.235,-2.872,-6.025,-9.710,-8.705,-9.418,-6.819,-5.585,-2.935,-13.324,-9.105,-5.391,-7.835,-7.978,-4.923,-8.165
TCD,Chad,"Gross domestic product, constant prices",Percent change,-6.008,-10.805,5.376,15.659,5.256,7.897,5.966,3.647,7.544,1.952,3.202,10.402,2.392,-2.074,5.494,-0.775,2.115,5.653,6.952,-0.683,-0.880,11.658,8.491,14.722,33.629,8.311,0.648,3.272,3.063,4.139,13.598,0.120,8.807,5.753,6.893,1.770,-5.558,-2.380,2.355,3.419,-2.142
TCD,Chad,"Gross domestic product, current prices",U.S. dollars,0.738,0.873,0.844,0.844,0.907,0.983,1.211,1.372,1.604,1.515,1.826,1.809,1.886,1.648,1.335,1.636,1.819,1.748,1.975,1.739,1.572,1.936,2.257,3.102,5.003,6.676,7.451,8.687,10.430,9.315,10.701,12.183,12.411,12.994,14.003,10.952,10.202,10.079,11.042,10.993,10.757
TCD,Chad,Gross national savings,Percent of GDP,9.955,3.855,2.821,3.158,3.280,0.738,-2.663,0.660,4.300,-1.636,0.343,1.526,-0.551,-9.861,9.725,5.035,10.737,8.512,5.675,4.974,8.560,8.740,-19.252,11.791,10.767,21.674,26.702,30.378,25.351,21.927,25.871,22.606,23.597,18.228,21.457,13.125,6.104,13.632,17.784,18.927,16.125
TCD,Chad,"Inflation, average consumer prices",Percent change,8.635,8.128,6.429,7.875,20.300,5.071,-13.054,-2.730,14.900,-4.900,0.500,4.200,-3.800,-10.874,41.272,5.364,11.331,5.572,4.259,-8.447,3.823,12.431,5.192,-1.753,-4.803,4.449,9.640,-7.440,8.333,10.103,-2.110,2.029,7.517,0.223,1.682,4.827,-1.632,-0.897,4.037,-0.972,4.464
TCD,Chad,Volume of exports of goods and services,Percent change,0.000,-5.104,8.023,19.674,38.975,-9.048,-27.784,8.431,1.932,-9.295,5.538,5.261,-1.910,-1.201,-23.938,125.542,-18.317,11.595,8.344,2.125,5.394,-4.071,1.466,115.928,198.090,33.570,-4.665,-3.799,-9.179,-0.068,-5.488,-3.052,-8.086,-12.929,5.947,36.630,-14.731,-12.163,11.374,11.812,2.809
TCD,Chad,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,15.953,15.553,15.574,13.161,16.719,18.208,15.550,17.879,19.343,12.760,11.510,13.932,17.061,18.795,24.139,24.354,22.368,23.879,22.805,21.978,18.340,14.366,14.880,13.342,14.346,19.036
